Key,Value,source_file
IB,In Bond Number,DE-128-4010-X12.json
IC,Inbound-to Party,DE-128-4010-X12.json
ICD,ICD-9-CM (International Classification of Diseases),DE-128-4010-X12.json
ID,Insurance Certificate Number,DE-128-4010-X12.json
IE,Interchange Agreement Number - Number identifying the interchange agreement of a domestic carrier with an ocean carrier,DE-128-4010-X12.json
IF,Issue Number,DE-128-4010-X12.json
IFT,International Fuel Tax Agreement Account Number,DE-128-4010-X12.json
IG,Insurance Policy Number,DE-128-4010-X12.json
IH,Initial Dealer Claim Number - Claim number of previously attempted repair,DE-128-4010-X12.json
II,Initial Sample Inspection Report Number,DE-128-4010-X12.json
IID,Image Identifier,DE-128-4010-X12.json
IJ,Standard Industry Classification (SIC) Code,DE-128-4010-X12.json
IK,Invoice Number - Manufacturer's invoice number for vehicle/component,DE-128-4010-X12.json
IL,Internal Order Number,DE-128-4010-X12.json
IM,Intergovernmental Maritime Organization (IMO) Number,DE-128-4010-X12.json
IMP,Integrated Master Plan (IMP),DE-128-4010-X12.json
IMS,Integrated Master Schedule (IMS),DE-128-4010-X12.json
IN,Consignee's Invoice Number,DE-128-4010-X12.json
IND,Investigatorial New Drug Number,DE-128-4010-X12.json
IO,Inbound-to or Outbound-from Party,DE-128-4010-X12.json
IP,Inspection Report Number,DE-128-4010-X12.json
IQ,End Item,DE-128-4010-X12.json
IR,Intra Plant Routing,DE-128-4010-X12.json
IRN,"Importer's Reference Number to Letter of Credit - Letter of credit reference number issued by buyer; cross-references the bank's letter of credit number, once assigned",DE-128-4010-X12.json
IRP,International Registration Plan Account Number,DE-128-4010-X12.json
IS,Invoice Number Suffix,DE-128-4010-X12.json
ISC,International Standard Industrial Classification (ISIC) Dominion of Canada Code (DCC),DE-128-4010-X12.json
ISN,International Registration Plan Sticker Number,DE-128-4010-X12.json
ISS,Inspection and Survey Sequence Number,DE-128-4010-X12.json
IT,Internal Customer Number,DE-128-4010-X12.json
IU,Barge Permit Number - Identification of permit for rail traffic moving on a barge,DE-128-4010-X12.json
IV,Seller's Invoice Number,DE-128-4010-X12.json
IW,Part Interchangeability - Specifies the interchange relationship between an old part number and a new part number (replaced and replacing part numbers),DE-128-4010-X12.json
IX,Item Number,DE-128-4010-X12.json
IZ,Insured Parcel Post Number - Number assigned to control an insured parcel post shipment from shipper to consignee,DE-128-4010-X12.json
J0,Proceeding,DE-128-4010-X12.json
J1,Creditor,DE-128-4010-X12.json
J2,Attorney,DE-128-4010-X12.json
J3,Judge,DE-128-4010-X12.json
J4,Trustee,DE-128-4010-X12.json
J5,Originating Case,DE-128-4010-X12.json
J6,Adversary Case,DE-128-4010-X12.json
J7,Lead Case,DE-128-4010-X12.json
J8,Jointly Administered Case,DE-128-4010-X12.json
J9,Substantively Consolidated Case,DE-128-4010-X12.json
JA,Beginning Job Sequence Number,DE-128-4010-X12.json
JB,Job (Project) Number,DE-128-4010-X12.json
JC,Review,DE-128-4010-X12.json
JD,User Identification,DE-128-4010-X12.json
JE,Ending Job Sequence Number,DE-128-4010-X12.json
JF,Automated Underwriting Reference Number,DE-128-4010-X12.json
JH,Tag,DE-128-4010-X12.json
JI,Multiple Listing Service Area,DE-128-4010-X12.json
JK,Multiple Listing Service Sub-area,DE-128-4010-X12.json
JL,Packet,DE-128-4010-X12.json
JM,Multiple Listing Service Map X Coordinate,DE-128-4010-X12.json
JN,Multiple Listing Service Map Y Coordinate,DE-128-4010-X12.json
JO,Multiple Listing Number,DE-128-4010-X12.json
JP,Multiple Listing Service Book Type,DE-128-4010-X12.json
JQ,Elevation,DE-128-4010-X12.json
JR,Property Component Location,DE-128-4010-X12.json
JS,Job Sequence Number,DE-128-4010-X12.json
JT,Prior Tax Identification Number (TIN),DE-128-4010-X12.json
JU,Prior Phone Number,DE-128-4010-X12.json
JV,Prior Health Industry Number,DE-128-4010-X12.json
JW,Prior Universal Provider Identification Number (UPIN),DE-128-4010-X12.json
JX,Prior Postal Zip Code,DE-128-4010-X12.json
JY,Origin of Shipment Harmonized-Based Code - Harmonized code of the commodity in the country which is the origin of the shipment,DE-128-4010-X12.json
JZ,Governing Class Code,DE-128-4010-X12.json
K0,Approval Code,DE-128-4010-X12.json
K1,Foreign Military Sales Notice Number - Number assigned to control a foreign military sales shipment from shipper to consignee,DE-128-4010-X12.json
K2,Certified Mail Number - Number assigned by U.S. Postal Service (USPS) to monitor the movement of certified mail from point of acceptance by USPS to point of delivery,DE-128-4010-X12.json
K3,Registered Mail Number - Number assigned by U.S. Postal Service (USPS) to monitor the movement of mail from point of acceptance by USPS to point of delivery,DE-128-4010-X12.json
K4,Criticality Designator - A number assigned to a contract or order that expresses the relative importance of that contract or order and thereby assists the contractor in making performance decisions and assists in making production surveillance decisions,DE-128-4010-X12.json
K5,Task Order,DE-128-4010-X12.json
K6,Purchase Description,DE-128-4010-X12.json
K7,Paragraph Number,DE-128-4010-X12.json
K8,Project Paragraph Number - A number for a nested part of a project,DE-128-4010-X12.json
K9,Inquiry Request Number,DE-128-4010-X12.json
KA,Distribution List - Qualifies a list of addresses to which the distribution of something should be made,DE-128-4010-X12.json
KB,Beginning Kanban Serial Number,DE-128-4010-X12.json
KC,Exhibit Distribution List - Qualifies a list of addressees to which the distribution of a cited contract exhibit must be made,DE-128-4010-X12.json
KD,Special Instructions Number,DE-128-4010-X12.json
KE,Ending Kanban Serial Number,DE-128-4010-X12.json
KG,Foreclosing Status,DE-128-4010-X12.json
KH,Type of Law Suit,DE-128-4010-X12.json
KI,Type of Outstanding Judgment,DE-128-4010-X12.json
KJ,Tax Lien Jurisdiction,DE-128-4010-X12.json
KK,Delivery Reference,DE-128-4010-X12.json
KL,Contract Reference,DE-128-4010-X12.json
KM,Rental Account Number,DE-128-4010-X12.json
KN,Census Automated Files ID - An ID given by the U.S. Bureau of the Census to those parties having fulfilled the necessary requirements to be able to file shipper's export declaration data directly with the Census through automated means,DE-128-4010-X12.json
KO,"Customs Drawback Entry Number - A number given to importers by U.S. Customs which have filed for ""drawbacks,"" of certain import duties",DE-128-4010-X12.json
KP,Health Certificate Number - A certificate given by the veterinary authorities regarding the health of animals being shipped,DE-128-4010-X12.json
KQ,Procuring Agency,DE-128-4010-X12.json
KR,Response to a Request for Quotation Reference - A discrete number assigned for identification purpose to a response to a request for quotation,DE-128-4010-X12.json
KS,Solicitation - A discreet number assigned by the purchasing activity to differentiate between different solicitations,DE-128-4010-X12.json
KT,Request for Quotation Reference - A discrete number assigned for identification purposes to a request for quotation,DE-128-4010-X12.json
KU,Office Symbol - A number assigned for reference to a specific office within an organization,DE-128-4010-X12.json
KV,Distribution Statement Code,DE-128-4010-X12.json
KW,"Certification - A number, taken from an acquisition regulation, which represents a specific certification that must be made by a prospective vendor before a contract or order can be placed with that vendor",DE-128-4010-X12.json
KX,"Representation - A number, taken from an acquisition regulation, which represents a specific representation that must be made by a prospective vendor before a contract or order can be placed with that vendor",DE-128-4010-X12.json
KY,"Site Specific Procedures, Terms, and Conditions - A set of procedures, terms, and conditions, applicable to a category of procurement emanating from a specific location, which will be incorporated into all procurement actions in that category by referencing its unique number rather than by incorporating the lengthy details it represents",DE-128-4010-X12.json
KZ,"Master Solicitation Procedures, Terms, and Conditions - A set of standard procedures, terms, and conditions, applicable to a category of procurement, which will be incorporated into all procurement actions in that category by referencing its unique number rather than by incorporating the lengthy details it represents",DE-128-4010-X12.json
L1,Letters or Notes,DE-128-4010-X12.json
L2,Location on Product Code,DE-128-4010-X12.json
L3,Labor Operation Number - Uniquely identifies the repair actions performed,DE-128-4010-X12.json
L4,Proposal Paragraph Number - The place in a proposal where additional information can be found,DE-128-4010-X12.json
L5,Subexhibit Line Item Number - A further subdivision of a contract exhibit line item,DE-128-4010-X12.json
L6,Subcontract Line Item Number - A further subdivision of a contract line item number,DE-128-4010-X12.json
L7,Customer's Release Number - A number which uniquely identifies a release against the customer's purchase order,DE-128-4010-X12.json
L8,Consignee's Release Number - A number which uniquely identifies a release against the consignee's purchase order,DE-128-4010-X12.json
L9,Customer's Part Number - A unique number assigned by a customer to identify a purchased material,DE-128-4010-X12.json
LA,Shipping Label Serial Number,DE-128-4010-X12.json
LB,Lockbox,DE-128-4010-X12.json
LC,Lease Number,DE-128-4010-X12.json
LD,Loan Number,DE-128-4010-X12.json
LE,Lender Entity Number,DE-128-4010-X12.json
LEN,Location Exception Order Number,DE-128-4010-X12.json
LF,Assembly Line Feed Location,DE-128-4010-X12.json
LG,Lease Schedule Number,DE-128-4010-X12.json
LH,Longitude Expressed in Seconds,DE-128-4010-X12.json
LI,Line Item Identifier (Seller's),DE-128-4010-X12.json
LIC,Health Industry Business Communications Council (HIBCC) Labeler Identification Code (LIC),DE-128-4010-X12.json
LJ,Local Jurisdiction,DE-128-4010-X12.json
LK,"Longitude expressed in Degrees, Minutes and Seconds",DE-128-4010-X12.json
LL,Latitude Expressed in Seconds,DE-128-4010-X12.json
LM,Product Period for which Labor Costs are Firm,DE-128-4010-X12.json
LN,Non pickup Limited Tariff Number,DE-128-4010-X12.json
LO,Load Planning Number,DE-128-4010-X12.json
LOI,Logical Observation Identifier Names and Codes (LOINC),DE-128-4010-X12.json
LP,For Pickup Limited Freight Tariff Number,DE-128-4010-X12.json
LQ,"Latitude Expressed in Degrees, Minutes and Seconds",DE-128-4010-X12.json
LR,Local Student Identification Number - A student identification number assigned by a local school or school district,DE-128-4010-X12.json
LS,Bar-Coded Serial Number,DE-128-4010-X12.json
LSD,Logistics Support Documentation Type Code,DE-128-4010-X12.json
LT,Lot Number,DE-128-4010-X12.json
LU,Location Number,DE-128-4010-X12.json
LV,License Plate Number,DE-128-4010-X12.json
LVO,Levying Officer Identification,DE-128-4010-X12.json
LW,Location Within Equipment,DE-128-4010-X12.json
LX,Qualified Products List,DE-128-4010-X12.json
LY,Destination of Shipment Harmonized-Based Code - Harmonized code of the commodity in the country which is the shipping destination,DE-128-4010-X12.json
LZ,Lender Account Number,DE-128-4010-X12.json
M1,Material Storage Location,DE-128-4010-X12.json
M2,Major Force Program - Defense Fuel Supply Center to bill back fuel purchases to the appropriate service or agency account fund,DE-128-4010-X12.json
M3,Crop Year,DE-128-4010-X12.json
M5,Lease Agreement Amendment Number - Master,DE-128-4010-X12.json
M6,Military Ordnance Security Risk Number - A number that identifies the security risk of transporting arms and ammunition,DE-128-4010-X12.json
M7,Medical Assistance Category,DE-128-4010-X12.json
M8,Limited Partnership Identification Number,DE-128-4010-X12.json
M9,Tax Shelter Number,DE-128-4010-X12.json
MA,Ship Notice/Manifest Number,DE-128-4010-X12.json
MB,Master Bill of Lading,DE-128-4010-X12.json
MBX,Mailbox,DE-128-4010-X12.json
MC,Microfilm Number,DE-128-4010-X12.json
MCI,Motor Carrier Identification Number,DE-128-4010-X12.json
MD,Magazine Code,DE-128-4010-X12.json
MDN,Hazardous Waste Manifest Document Number,DE-128-4010-X12.json
ME,Message Address or ID,DE-128-4010-X12.json
MF,Manufacturers Part Number,DE-128-4010-X12.json
MG,Meter Number,DE-128-4010-X12.json
MH,Manufacturing Order Number,DE-128-4010-X12.json
MI,Mill Order Number,DE-128-4010-X12.json
MJ,Model Number,DE-128-4010-X12.json
MK,Manifest Key Number,DE-128-4010-X12.json
ML,Military Rank/Civilian Pay Grade Number,DE-128-4010-X12.json
MM,Master Lease Agreement Number,DE-128-4010-X12.json
MN,MICR Number,DE-128-4010-X12.json
MO,Manufacturing Operation Number,DE-128-4010-X12.json
MP,Multiple P.O.s of an Invoice,DE-128-4010-X12.json
MQ,Meter Proving Report Number,DE-128-4010-X12.json
MR,Merchandise Type Code,DE-128-4010-X12.json
MS,Manufacturer's Material Safety Data Sheet Number,DE-128-4010-X12.json
MSL,Mail Slot,DE-128-4010-X12.json
MT,Meter Ticket Number,DE-128-4010-X12.json
MU,Military Specification (MILSPEC) Number,DE-128-4010-X12.json
MV,"Migrant Number, This number is assigned by the national Migrant Records Transfer System",DE-128-4010-X12.json
MW,Military Call Number - Assigned by the military to identify a billing period,DE-128-4010-X12.json
MX,Material Change Notice Number,DE-128-4010-X12.json
MY,Model year number,DE-128-4010-X12.json
MZ,Maintenance Request Number,DE-128-4010-X12.json
MZO,Multiple Zone Order Number,DE-128-4010-X12.json
N0,Nomination Number - Shipper-assigned bulk product number identifying a request for pipeline transportation services which is used to relate an into-plane delivery to the bulk fuel movement from which it was derived,DE-128-4010-X12.json
N1,Local School Course Number,DE-128-4010-X12.json
N2,Local School District Course Number,DE-128-4010-X12.json
N3,Statewide Course Number - A course number assigned by the state education agency to courses taught in public schools,DE-128-4010-X12.json
N4,"United States Department of Education, National Center for Education Statistics (NCES) Course Number - A proposed course number to be assigned by NCES to identify a common grouping of subject area content and sequence",DE-128-4010-X12.json
N5,Provider Plan Network Identification Number - A number assigned to identify a specific provider in a health care plan network,DE-128-4010-X12.json
N6,Plan Network Identification Number - A number assigned to identify a specific health care network that provides health care services to insured members,DE-128-4010-X12.json
N7,Facility Network Identification Number - A number assigned to identify a specific facility in a health care plan network,DE-128-4010-X12.json
